ts,status,currentCoord,speed,orientation
0,1,"[0.5, 1.25]",0,N
0.05,1,"[0.5, 1.25]",0,N
0.1,1,"[0.5, 1.25]",0,N
0.15,1,"[0.5, 1.25]",0,N
0.2,1,"[0.5, 1.25]",0,N
0.25,1,"[0.5, 1.25]",0,N
0.3,1,"[0.5, 1.25]",0,N
0.35,1,"[0.5, 1.25]",0,N
0.4,1,"[0.5, 1.25]",0,N
0.45,1,"[0.5, 1.25]",0,N
0.5,1,"[0.5, 1.25]",0,N
0.55,1,"[0.5, 1.25]",0,N
0.6,1,"[0.5, 1.25]",0,N
0.65,1,"[0.5, 1.25]",0,N
0.7,1,"[0.5, 1.25]",0,N
0.75,1,"[0.5, 1.25]",0,N
0.8,1,"[0.5, 1.25]",0,N
0.85,1,"[0.5, 1.25]",0,N
0.9,1,"[0.5, 1.25]",0,N
0.95,1,"[0.5, 1.25]",0,N
1.0,1,"[0.5, 1.25]",0,N
1.05,1,"[0.5, 1.25]",0,N
1.1,1,"[0.5, 1.25]",0,N
1.15,1,"[0.5, 1.25]",0,N
1.2,1,"[0.5, 1.25]",0,N
1.25,1,"[0.5, 1.25]",0,N
1.3,1,"[0.5, 1.25]",0,N
1.35,1,"[0.5, 1.25]",0,N
1.4,1,"[0.5, 1.25]",0,N
1.45,1,"[0.5, 1.25]",0,N
1.5,1,"[0.5, 1.25]",0,N
1.55,1,"[0.5, 1.25]",0,N
1.6,1,"[0.5, 1.25]",0,N
1.65,1,"[0.5, 1.25]",0,N
1.7,1,"[0.5, 1.25]",0,N
1.75,1,"[0.5, 1.25]",0,N
1.8,1,"[0.5, 1.25]",0,N
1.85,1,"[0.5, 1.25]",0,N
1.9,1,"[0.5, 1.25]",0,N
1.95,1,"[0.5, 1.25]",0,N
2.0,1,"[0.5, 1.25]",0,N
2.05,1,"[0.5, 1.25]",0,N
2.1,1,"[0.5, 1.25]",0,N
2.15,1,"[0.5, 1.25]",0,N
2.2,1,"[0.5, 1.25]",0,N
2.25,1,"[0.5, 1.25]",0,N
2.3,1,"[0.5, 1.25]",0,N
2.35,1,"[0.5, 1.25]",0,N
2.4,1,"[0.5, 1.25]",0,N
2.45,1,"[0.5, 1.25]",0,N
2.5,1,"[0.5, 1.25]",0,N
2.55,1,"[0.5, 1.25]",0,N
2.6,1,"[0.5, 1.25]",0,N
2.65,1,"[0.5, 1.25]",0,N
2.7,1,"[0.5, 1.25]",0,N
2.75,1,"[0.5, 1.25]",0,N
2.8,1,"[0.5, 1.25]",0,N
2.85,1,"[0.5, 1.25]",0,N
2.9,1,"[0.5, 1.25]",0,N
2.95,1,"[0.5, 1.25]",0,N
3.0,1,"[0.5, 1.25]",0,N
3.05,1,"[0.5, 1.25]",0,N
3.1,1,"[0.5, 1.25]",0,N
3.15,1,"[0.5, 1.25]",0,N
3.2,1,"[0.5, 1.25]",0,N
3.25,1,"[0.5, 1.25]",0,N
3.3,1,"[0.5, 1.25]",0,N
3.35,1,"[0.5, 1.25]",0,N
3.4,1,"[0.5, 1.25]",0,N
3.45,1,"[0.5, 1.25]",0,N
3.5,1,"[0.5, 1.25]",0,N
3.55,2,"[0.5, 1.25]",0,N
3.6,3,"[0.5, 1.25]",0,N
3.65,4,"[0.5, 1.25375]",0.075,N
3.7,4,"[0.5, 1.26125]",0.15,N
3.75,4,"[0.5, 1.2725]",0.225,N
3.8,4,"[0.5, 1.2874999999999999]",0.3,N
3.85,4,"[0.5, 1.30625]",0.375,N
3.9,4,"[0.5, 1.3287499999999999]",0.45,N
3.95,4,"[0.5, 1.355]",0.525,N
4.0,4,"[0.5, 1.385]",0.6,N
4.05,4,"[0.5, 1.41875]",0.675,N
4.1,4,"[0.5, 1.45625]",0.75,N
4.15,4,"[0.5, 1.5]",0.825,N
4.2,4,"[0.5, 1.545]",0.9,N
4.25,4,"[0.5, 1.59375]",0.975,N
4.3,4,"[0.5, 1.64625]",1.05,N
4.35,4,"[0.5, 1.75]",1.125,N
4.4,4,"[0.5, 1.81]",1.2,N
4.45,4,"[0.5, 1.86625]",1.125,N
4.5,4,"[0.5, 1.91875]",1.05,N
4.55,4,"[0.5, 2.0]",0.975,N
4.6,4,"[0.5, 2.045]",0.9,N
4.65,4,"[0.5, 2.0862499999999997]",0.825,N
4.7,4,"[0.5, 2.12375]",0.75,N
4.75,4,"[0.5, 2.1574999999999998]",0.675,N
4.8,4,"[0.5, 2.1874999999999996]",0.6,N
4.85,4,"[0.5, 2.2137499999999997]",0.525,N
4.9,4,"[0.5, 2.25]",0,N
4.95,5,"[0.5, 2.25]",0,N
5.0,5,"[0.5, 2.25]",0,N
5.05,5,"[0.5, 2.25]",0,N
5.1,5,"[0.5, 2.25]",0,N
5.15,5,"[0.5, 2.25]",0,N
5.2,5,"[0.5, 2.25]",0,N
5.25,5,"[0.5, 2.25]",0,N
5.3,5,"[0.5, 2.25]",0,N
5.35,5,"[0.5, 2.25]",0,N
5.4,5,"[0.5, 2.25]",0,N
5.45,5,"[0.5, 2.25]",0,N
5.5,5,"[0.5, 2.25]",0,E
5.55,5,"[0.50375, 2.25]",0.075,E
5.6,5,"[0.51125, 2.25]",0.15,E
5.65,5,"[0.5225, 2.25]",0.225,E
5.7,5,"[0.5375, 2.25]",0.3,E
5.75,5,"[0.55625, 2.25]",0.375,E
5.8,5,"[0.57875, 2.25]",0.45,E
5.85,5,"[0.605, 2.25]",0.525,E
5.9,5,"[0.635, 2.25]",0.6,E
5.95,5,"[0.66125, 2.25]",0.525,E
6.0,5,"[0.68375, 2.25]",0.45,E
6.05,5,"[0.7025, 2.25]",0.375,E
6.1,5,"[0.7175, 2.25]",0.3,E
6.15,5,"[0.72875, 2.25]",0.225,E
6.2,5,"[0.75, 2.25]",0,E
6.25,5,"[0.75, 2.25]",0,E
6.3,5,"[0.75, 2.25]",0,E
6.35,5,"[0.75, 2.25]",0,E
6.4,5,"[0.75, 2.25]",0,E
6.45,5,"[0.75, 2.25]",0,E
6.5,5,"[0.75, 2.25]",0,E
6.55,5,"[0.75, 2.25]",0,E
6.6,5,"[0.75, 2.25]",0,E
6.65,5,"[0.75, 2.25]",0,E
6.7,5,"[0.75, 2.25]",0,E
6.75,5,"[0.75, 2.25]",0,S
6.8,5,"[0.75, 2.24625]",0.075,S
6.85,5,"[0.75, 2.23875]",0.15,S
6.9,5,"[0.75, 2.2275]",0.225,S
6.95,5,"[0.75, 2.2125]",0.3,S
7.0,5,"[0.75, 2.19375]",0.375,S
7.05,5,"[0.75, 2.17125]",0.45,S
7.1,5,"[0.75, 2.145]",0.525,S
7.15,5,"[0.75, 2.115]",0.6,S
7.2,5,"[0.75, 2.0812500000000003]",0.675,S
7.25,5,"[0.75, 2.04375]",0.75,S
7.3,5,"[0.75, 2.0]",0.825,S
7.35,5,"[0.75, 1.9625]",0.75,S
7.4,5,"[0.75, 1.92875]",0.675,S
7.45,5,"[0.75, 1.8912499999999999]",0.75,S
7.5,5,"[0.75, 1.8575]",0.675,S
7.55,5,"[0.75, 1.8275]",0.6,S
7.6,5,"[0.75, 1.8012499999999998]",0.525,S
7.65,5,"[0.75, 1.7787499999999998]",0.45,S
7.7,5,"[0.75, 1.75]",0,S
7.75,5,"[0.75, 1.75]",0,S
7.8,5,"[0.75, 1.75]",0,S
7.85,5,"[0.75, 1.75]",0,S
7.9,5,"[0.75, 1.75]",0,S
7.95,5,"[0.75, 1.75]",0,S
8.0,5,"[0.75, 1.75]",0,S
8.05,5,"[0.75, 1.75]",0,S
8.1,5,"[0.75, 1.75]",0,S
8.15,5,"[0.75, 1.75]",0,S
8.2,5,"[0.75, 1.75]",0,S
8.25,5,"[0.75, 1.75]",0,E
8.3,5,"[0.75375, 1.75]",0.075,E
8.35,5,"[0.76125, 1.75]",0.15,E
8.4,5,"[0.7725, 1.75]",0.225,E
8.45,5,"[0.7875, 1.75]",0.3,E
8.5,5,"[0.80625, 1.75]",0.375,E
8.55,5,"[0.82875, 1.75]",0.45,E
8.6,5,"[0.855, 1.75]",0.525,E
8.65,5,"[0.885, 1.75]",0.6,E
8.7,5,"[0.91875, 1.75]",0.675,E
8.75,5,"[0.9562499999999999, 1.75]",0.75,E
8.8,5,"[1.0, 1.75]",0.825,E
8.85,5,"[1.0375, 1.75]",0.75,E
8.9,5,"[1.07125, 1.75]",0.675,E
8.95,5,"[1.1087500000000001, 1.75]",0.75,E
9.0,5,"[1.1425, 1.75]",0.675,E
9.05,5,"[1.1725, 1.75]",0.6,E
9.1,5,"[1.1987500000000002, 1.75]",0.525,E
9.15,5,"[1.2212500000000002, 1.75]",0.45,E
9.2,5,"[1.25, 1.75]",0,E
9.25,5,"[1.25, 1.75]",0,E
9.3,5,"[1.25, 1.75]",0,E
9.35,5,"[1.25, 1.75]",0,E
9.4,5,"[1.25, 1.75]",0,E
9.45,5,"[1.25, 1.75]",0,E
9.5,5,"[1.25, 1.75]",0,E
9.55,5,"[1.25, 1.75]",0,E
9.6,5,"[1.25, 1.75]",0,E
9.65,5,"[1.25, 1.75]",0,E
9.7,5,"[1.25, 1.75]",0,E
9.75,5,"[1.25, 1.75]",0,S
9.8,5,"[1.25, 1.74625]",0.075,S
9.85,5,"[1.25, 1.73875]",0.15,S
9.9,5,"[1.25, 1.7275]",0.225,S
9.95,5,"[1.25, 1.7125000000000001]",0.3,S
10.0,5,"[1.25, 1.69375]",0.375,S
10.05,5,"[1.25, 1.6712500000000001]",0.45,S
10.1,5,"[1.25, 1.645]",0.525,S
10.15,5,"[1.25, 1.615]",0.6,S
10.2,5,"[1.25, 1.58125]",0.675,S
10.25,5,"[1.25, 1.54375]",0.75,S
10.3,5,"[1.25, 1.5]",0.825,S
10.35,5,"[1.25, 1.4625]",0.75,S
10.4,5,"[1.25, 1.42875]",0.675,S
10.45,5,"[1.25, 1.3912499999999999]",0.75,S
10.5,5,"[1.25, 1.3575]",0.675,S
10.55,5,"[1.25, 1.3275]",0.6,S
10.6,5,"[1.25, 1.3012499999999998]",0.525,S
10.65,5,"[1.25, 1.2787499999999998]",0.45,S
10.7,5,"[1.25, 1.25]",0,S
10.75,5,"[1.25, 1.25]",0,S
10.8,5,"[1.25, 1.25]",0,S
10.85,5,"[1.25, 1.25]",0,S
10.9,5,"[1.25, 1.25]",0,S
10.95,5,"[1.25, 1.25]",0,S
11.0,5,"[1.25, 1.25]",0,S
11.05,5,"[1.25, 1.25]",0,S
11.1,5,"[1.25, 1.25]",0,S
11.15,5,"[1.25, 1.25]",0,S
11.2,5,"[1.25, 1.25]",0,S
11.25,5,"[1.25, 1.25]",0,E
11.3,5,"[1.25375, 1.25]",0.075,E
11.35,5,"[1.26125, 1.25]",0.15,E
11.4,5,"[1.2725, 1.25]",0.225,E
11.45,5,"[1.2874999999999999, 1.25]",0.3,E
11.5,5,"[1.30625, 1.25]",0.375,E
11.55,5,"[1.3287499999999999, 1.25]",0.45,E
11.6,5,"[1.355, 1.25]",0.525,E
11.65,5,"[1.385, 1.25]",0.6,E
11.7,5,"[1.41875, 1.25]",0.675,E
11.75,5,"[1.45625, 1.25]",0.75,E
11.8,5,"[1.5, 1.25]",0.825,E
11.85,5,"[1.54125, 1.25]",0.825,E
11.9,5,"[1.57875, 1.25]",0.75,E
11.95,5,"[1.6125, 1.25]",0.675,E
12.0,5,"[1.6425, 1.25]",0.6,E
